pose,frame,x0,y0,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16
Trikonasana,frame_0000.jpg,321.297,84.0327,326.83334,78.66615,316.16296,78.64815,337.08624,72.70662,310.02792,73.05765,350.58572,95.364426,299.80414,95.91144,361.7414,133.49353,287.21756,134.30113,365.9265,166.32281,282.26596,169.51,340.98676,178.37396,307.41736,177.72192,342.91223,233.92004,295.1024,230.56628,344.90128,282.97626,293.34784,280.08524
Trikonasana,frame_0001.jpg,312.4288,75.60695,317.76282,70.583206,307.35675,70.53398,325.7811,68.27941,299.41357,68.4581,337.40942,94.206215,286.9006,96.143005,350.5404,131.06424,274.42413,134.92567,354.78867,166.19424,268.50558,169.96289,331.42184,178.74934,297.02988,179.47305,342.6704,234.24689,291.77686,232.88554,351.14355,282.60754,293.53033,282.26816
Trikonasana,frame_0002.jpg,335.25842,67.22128,340.8018,62.431488,330.1052,61.89286,347.1664,65.0184,320.67148,63.713127,354.53696,97.50226,305.34656,95.68758,364.4998,138.30473,290.9261,135.38255,368.66223,171.96744,282.30283,169.6806,340.73978,181.01877,306.42844,179.66235,349.79153,235.67932,297.35287,232.1794,354.81427,282.8941,293.64087,281.1489
Trikonasana,frame_0003.jpg,341.49106,72.35735,346.9575,67.618546,336.71637,66.647125,353.28464,70.52957,326.52075,67.927376,360.0255,101.01496,309.73553,98.42355,372.81323,140.81258,289.9223,137.78284,381.2401,173.65562,277.4956,174.24826,342.57196,181.63358,305.93964,179.74222,351.61096,233.19008,282.0752,230.55972,353.77505,281.62347,263.47037,280.53528
Trikonasana,frame_0004.jpg,294.52243,78.575836,299.60596,72.543915,288.56622,73.62633,308.57382,72.71834,280.1878,75.65175,323.15228,101.02696,270.76266,107.870316,339.0108,138.94856,258.2845,150.37782,343.9786,176.67029,247.9267,187.86621,323.65558,182.16762,285.1883,185.19489,344.7387,230.78494,266.67227,233.05719,361.95975,282.29538,257.72028,284.65698
Trikonasana,frame_0005.jpg,297.0673,101.21251,301.37045,94.62143,292.26367,96.232605,314.84714,85.839325,290.62534,91.24101,339.3006,102.85976,286.5657,113.674515,363.16962,133.46252,274.33017,156.6007,375.40637,164.7835,263.05505,191.70866,340.47946,185.21924,301.8598,188.25322,362.79614,234.5055,280.383,235.63307,374.68018,283.0177,261.26657,282.913
Trikonasana,frame_0006.jpg,275.30905,115.94358,277.30188,108.09606,268.90912,112.11571,288.38437,97.76597,265.55646,109.50688,315.63702,101.5374,271.27072,133.74097,353.75818,86.112755,266.28497,175.62494,391.40942,91.904015,256.05768,210.69437,338.4217,180.38934,304.2797,192.49684,361.3606,231.88428,278.7629,239.9795,375.72476,284.25037,256.80838,286.2775
Trikonasana,frame_0007.jpg,244.57848,158.60233,244.10135,153.58719,242.9036,154.53525,254.65678,141.39098,248.62253,145.21371,281.6263,130.51146,264.13812,146.04224,311.8825,102.6454,264.58408,165.38339,329.74658,73.03597,259.48395,204.83295,329.02393,175.81976,309.12823,181.47336,357.5097,237.35942,277.24017,237.51883,374.38895,282.38397,245.12039,282.53537
Trikonasana,frame_0008.jpg,245.23445,165.44191,245.08977,161.00655,242.72287,161.86343,253.87341,150.12015,244.68102,153.55919,275.68335,133.88431,258.0927,151.1656,297.99863,92.44795,267.95026,164.70413,303.1217,47.560905,265.6486,198.24835,320.60263,178.00499,299.0242,184.08426,351.6004,236.49405,267.52835,236.42374,375.2511,283.22092,242.66962,282.98077
Trikonasana,frame_0009.jpg,247.47061,171.28687,247.2851,167.4122,244.93001,166.55191,251.8684,157.4219,243.95355,155.62479,265.51648,149.21817,259.95486,139.54187,273.61963,130.10495,271.03857,109.4994,272.47937,95.371735,286.31088,80.386505,313.18985,181.16542,298.0841,178.64465,346.37717,237.58849,272.1652,233.22856,376.82172,287.94437,246.45216,284.80743
Trikonasana,frame_0010.jpg,247.77042,167.93361,248.10858,164.586,245.05235,163.12886,254.6316,159.00702,241.76668,152.69571,263.54742,170.36357,258.22308,133.2781,250.96935,219.92647,266.8518,83.57901,227.72018,275.2008,264.02487,50.193222,317.0138,191.81783,298.92,182.19586,351.95865,236.71236,272.97653,234.60507,378.32648,284.7389,244.88937,287.8952
Trikonasana,frame_0011.jpg,243.90382,171.42232,244.93396,167.69897,242.13773,165.52718,251.12228,160.89743,242.2094,154.77927,261.29453,165.2556,261.26468,133.66759,245.30452,183.78654,262.86334,93.15042,219.83246,197.18814,267.33282,71.25376,311.69904,186.65515,297.93933,176.25188,345.8224,240.59563,275.29416,232.99222,379.73157,289.93506,247.00317,287.64575
Trikonasana,frame_0012.jpg,239.23386,171.24509,239.38416,167.75583,237.71452,166.50243,246.07118,160.57648,239.85178,157.36957,259.54276,156.96347,259.37604,139.12141,250.3454,146.64868,262.88583,103.22125,229.36673,120.400055,266.05197,78.28394,312.03433,180.77847,298.79688,174.79231,346.22937,238.3782,273.64374,231.81055,380.30475,288.17377,245.00385,284.82233
Trikonasana,frame_0013.jpg,237.17152,172.70206,236.63577,168.18552,234.08728,168.95096,244.82843,158.59938,235.82944,161.41895,262.7064,145.43683,254.32591,150.6564,263.10196,103.667244,260.354,129.19646,246.26071,52.07995,258.45447,105.18944,314.11526,177.46187,297.21838,179.13098,348.71658,236.50958,270.76566,232.67299,378.8385,288.80682,243.99527,282.69983
Trikonasana,frame_0014.jpg,235.88596,169.10536,235.22897,163.16153,231.24635,166.40253,244.90756,153.1741,232.75021,163.51338,266.1827,137.24266,247.04352,174.06532,259.60065,86.448906,246.89653,207.07895,244.72409,38.291306,227.14267,261.9384,321.84854,182.81793,297.8437,196.6348,352.15494,233.31201,261.81836,236.19559,377.7696,285.02155,236.09134,280.5005
Vrikshasana,frame_0000.jpg,296.85413,66.51164,301.80408,62.21962,291.62122,62.12709,307.9816,65.715385,283.23676,65.33174,316.69504,97.016304,272.52344,96.65173,329.06717,135.42606,259.31107,134.45576,333.2455,166.23326,253.93805,164.35092,309.49695,172.92456,281.63815,172.98065,307.85107,224.39488,281.12323,224.67023,304.61414,271.00732,284.82117,272.97595
Vrikshasana,frame_0001.jpg,297.17465,66.274506,301.81427,62.239807,292.00613,62.056,307.74728,65.51204,283.0071,65.05243,316.53152,96.368225,272.00568,96.74159,329.43927,132.51192,259.78363,133.469,332.99152,161.42801,255.57196,164.10565,309.92474,171.59361,282.3424,172.11613,308.19116,222.98866,281.7446,223.76736,304.5019,269.8035,285.3549,272.44504
Vrikshasana,frame_0002.jpg,293.12152,75.48123,298.25687,70.98862,288.48517,70.59494,305.77548,70.36348,280.89233,69.31173,316.34106,96.42815,268.28442,96.31032,330.97626,131.0991,253.23827,131.53932,331.34204,163.34805,256.16672,165.67879,309.1394,172.30103,279.53677,172.8652,307.79736,223.59726,280.1804,224.8802,304.27646,269.90308,287.13425,272.6574
Vrikshasana,frame_0003.jpg,288.2593,82.29108,293.33527,77.10502,283.1818,77.26504,301.3114,73.30519,275.6733,73.52363,311.54803,96.375725,265.70343,96.9873,324.2925,133.07657,253.69011,134.17,328.1507,162.41801,254.36725,165.62714,305.93567,172.52734,277.19968,173.35547,305.59384,223.79906,279.10205,224.95328,304.05872,269.5692,286.01422,272.0667
Vrikshasana,frame_0004.jpg,281.09656,74.052414,285.68008,69.056915,275.78348,69.6125,293.42767,69.06653,268.49454,70.45835,305.87604,96.12715,258.91586,99.50154,322.22913,128.27917,244.97809,134.82957,326.43268,156.79007,247.46417,165.64343,303.95993,172.80298,274.80206,175.23143,305.31772,223.86893,278.26566,226.86693,304.33167,270.45422,285.28305,273.82852
Vrikshasana,frame_0005.jpg,277.31577,68.665474,282.75247,64.44966,272.2894,63.734497,290.19934,68.34772,263.71915,65.91847,301.81308,94.080894,247.7049,97.137024,318.70526,123.43436,230.04303,132.78535,295.17416,123.11429,264.7915,126.49991,305.96716,165.059,269.5922,170.7667,327.89206,199.8935,283.00003,219.73523,305.86835,236.23401,277.25787,267.63342
Vrikshasana,frame_0006.jpg,274.0761,65.7191,280.35132,61.917877,268.8452,60.85724,288.51773,67.1272,259.67905,63.706726,296.67355,91.63521,246.06029,96.17666,314.2895,116.23642,227.77635,129.2179,285.9556,111.29645,265.1689,108.32635,303.236,164.28925,268.0316,171.50131,326.72076,192.67302,284.83743,218.36432,295.01086,215.96663,277.77795,255.6647
Vrikshasana,frame_0007.jpg,274.44363,67.2675,281.22705,63.701385,269.58713,62.002747,289.6737,69.02338,260.47815,64.02457,295.97543,93.43292,246.26707,96.75248,311.84833,119.23825,230.5376,131.22498,284.50433,113.82813,267.0719,110.01491,302.03537,164.96996,267.19247,171.77663,327.78247,192.26581,284.72733,217.43753,295.93332,216.7789,278.0902,257.27765
Vrikshasana,frame_0008.jpg,274.5804,67.10683,280.9827,63.506912,269.64163,62.003387,288.80743,68.87324,259.8542,64.47014,296.52646,93.10361,245.86261,98.31233,315.35254,116.7935,232.95712,132.2835,285.26904,117.12842,271.79816,114.18029,303.05252,165.88977,267.9475,173.24689,327.30396,193.363,285.9279,219.11313,294.33868,219.27863,280.1708,259.4202
Vrikshasana,frame_0009.jpg,276.1305,66.75315,283.00314,63.347397,271.2046,61.474274,291.50394,69.17193,261.83466,63.91639,298.3638,93.942375,248.09079,97.47999,315.68036,118.30701,232.38165,131.07532,285.64633,117.93219,271.87418,114.25808,304.88864,166.54355,269.79666,173.22331,328.67563,194.74844,286.43216,219.7648,294.29947,217.5784,279.25143,257.07196
Vrikshasana,frame_0010.jpg,277.14526,67.06526,284.26776,63.61348,272.2149,61.672607,293.1813,69.36825,263.1367,63.877136,299.55087,94.31904,249.06776,97.00019,315.51834,119.40518,232.82492,130.48799,286.59537,117.8127,273.40662,113.24472,305.39484,166.36894,270.09293,172.77472,329.48645,194.92484,286.26483,219.56871,295.54373,217.66748,279.1149,257.10715
Vrikshasana,frame_0011.jpg,278.22842,67.02484,285.16183,63.62671,273.2861,61.621216,293.63562,69.46057,263.81244,63.83747,299.86243,94.49756,249.23184,96.834816,315.9382,119.81853,233.37943,130.4638,287.12555,117.196686,273.9068,112.76553,305.18726,166.53297,269.8623,172.73938,329.39377,194.93195,286.56992,219.10907,294.6897,218.1016,278.86786,256.95938
Vrikshasana,frame_0012.jpg,278.04547,66.469124,284.8021,63.18647,273.25925,61.264603,293.09085,69.36093,264.1491,63.92482,299.75348,94.39194,249.17845,96.851105,315.91364,119.704346,233.09225,130.13568,286.43555,116.868225,273.54105,111.58435,304.76758,166.5947,269.3985,172.88152,329.20483,194.60544,286.1559,219.13889,294.7394,217.66777,278.43134,257.06104
Vrikshasana,frame_0013.jpg,277.04095,67.30212,284.2473,63.733833,272.20163,61.843735,293.37,69.21201,263.49457,63.842285,299.56192,94.56166,249.57915,96.97299,315.1867,120.25603,232.79874,130.5973,286.03622,117.42244,272.74347,113.15918,304.358,167.1052,269.52527,173.27118,326.71957,196.69162,285.58728,220.84653,294.36667,217.8219,279.77594,256.27368
Vrikshasana,frame_0014.jpg,277.0734,66.62283,284.12555,63.38217,272.41483,61.32791,292.94336,69.67439,263.92593,63.91606,299.4605,95.07759,249.0949,96.95544,315.20026,120.76276,232.34901,130.10342,286.41284,117.77069,273.1403,111.80763,304.17535,166.95178,269.01154,173.02052,328.54633,194.9029,285.80914,219.08966,294.73282,217.6854,278.6678,256.70602
Bhujangasana,frame_0000.jpg,368.9313,284.68158,370.8141,283.19153,370.1301,281.43597,366.33478,281.82266,363.62296,276.69745,351.12875,283.56143,343.60388,276.51993,339.36707,286.93835,321.19922,284.53506,344.48642,288.32358,344.61426,291.7032,291.5404,284.85434,287.04074,276.82425,234.87378,285.00208,231.16602,282.55048,185.0203,285.9879,188.24373,286.8791
Bhujangasana,frame_0001.jpg,368.1434,284.11053,370.62854,282.78876,369.19537,280.19302,366.87756,280.85977,362.4082,274.11725,352.07333,283.3684,342.35983,276.1783,342.9769,292.86447,326.87897,293.66055,356.71808,291.80972,357.848,294.2254,292.70508,284.4314,286.64777,276.19727,241.51538,289.80118,233.89508,285.40033,183.95775,286.45065,186.4889,285.87167
Bhujangasana,frame_0002.jpg,367.73404,283.71115,370.33853,282.2405,368.2967,279.88885,367.6148,279.85318,361.33255,273.88776,353.21375,282.04172,343.78204,277.08685,345.36517,293.4468,331.61853,298.41635,357.62646,292.03403,359.46527,295.60602,294.48154,282.24762,288.46576,274.82083,245.22247,289.579,237.55869,286.41217,185.27725,283.59177,188.09451,284.54272
Bhujangasana,frame_0003.jpg,368.1662,282.9879,370.04022,281.2091,368.69965,279.5141,366.3954,278.51715,361.6756,274.11688,353.26077,279.83264,344.30276,277.597,347.27475,290.79556,330.49518,299.90308,355.67374,291.54895,353.73608,298.64682,295.4655,281.46072,289.90417,275.213,246.09277,286.89777,239.32085,285.72495,188.68199,281.274,190.9316,283.54443
Bhujangasana,frame_0004.jpg,366.42706,283.42865,368.5162,282.13702,367.91666,279.92355,364.1762,280.6911,361.9771,274.70737,350.49808,282.16653,342.4357,276.757,344.13327,288.73154,325.99536,291.86697,355.27365,288.89722,354.60974,293.34125,293.3286,283.27728,288.54626,275.98392,240.12854,284.9367,234.43457,282.66684,188.15575,283.4132,190.87122,284.47577
Bhujangasana,frame_0005.jpg,366.33002,280.1645,368.33902,278.74274,367.24762,276.78888,365.0394,277.1941,360.8598,271.93713,352.67172,279.35672,343.68,275.3324,348.79404,288.3142,330.28516,293.13916,353.73233,289.35645,349.3089,293.31238,294.57562,281.11893,289.1926,273.92944,242.99017,286.38885,237.29018,284.368,189.21559,284.01898,192.07944,285.67584
Bhujangasana,frame_0006.jpg,367.88898,269.4934,369.56,266.93585,367.1142,265.7587,365.31583,264.21875,357.5395,261.02,350.0562,270.2875,344.51016,265.03018,347.00885,283.90186,331.6045,282.63354,357.62372,295.49225,352.08002,295.24475,293.1809,280.02637,289.0518,272.6261,242.11945,287.8729,239.08955,286.44373,188.24321,281.58057,190.75629,282.45157
Bhujangasana,frame_0007.jpg,364.88806,250.11066,364.68243,246.97482,363.2096,246.86609,357.77374,245.86963,353.1191,245.91833,343.7673,256.96542,343.42355,255.01596,339.6057,278.84332,331.6095,281.3775,352.1242,296.48727,348.96738,295.96127,291.70874,277.37253,290.4076,271.35352,243.95932,284.06638,243.70258,284.26727,184.30351,278.42462,185.15309,279.45834
Bhujangasana,frame_0008.jpg,358.7971,237.67188,357.5214,234.14899,356.97443,234.30162,348.15668,233.7255,345.8824,234.42468,334.5543,247.95895,336.88974,245.5506,332.54068,274.20703,327.34296,274.30493,343.2949,294.88086,343.0658,293.58167,286.11246,275.28433,286.28418,269.4037,242.61516,283.64362,243.72038,284.6825,186.41411,283.44595,184.41144,285.509
Bhujangasana,frame_0009.jpg,349.36075,225.3998,347.5363,221.6767,346.81323,222.54416,338.37613,222.55424,336.71957,225.03694,327.68735,239.77448,332.474,238.97755,329.44528,268.61813,327.9719,270.7436,341.78174,291.27396,343.95908,293.61066,285.24487,273.87662,286.8073,268.8633,239.87088,279.70593,243.19339,282.8101,184.68565,280.85315,183.18808,285.34683
Bhujangasana,frame_0010.jpg,344.02856,218.74759,342.06378,215.3379,341.32025,216.05649,333.13574,217.8154,331.19843,219.74733,324.79498,237.53455,328.04535,236.12599,332.21603,268.28775,329.6024,269.48648,342.962,293.4501,344.81342,295.3208,284.51593,273.70358,285.37778,268.45026,237.83138,279.66922,241.55365,282.74805,185.21133,281.9415,185.09492,286.65466
Bhujangasana,frame_0011.jpg,340.61142,215.11986,338.5247,211.90387,337.24362,212.89749,329.97052,215.59387,326.92575,218.31992,322.15796,236.80182,326.44226,235.83961,329.81137,267.37918,329.64883,268.75745,341.13898,292.34625,344.0102,294.9144,285.21866,273.49463,286.62234,268.6277,239.08553,278.90976,243.47623,282.71692,186.79117,281.15762,186.75705,286.59274
Bhujangasana,frame_0012.jpg,336.60834,211.92982,334.55087,208.94304,333.2752,209.79214,326.44763,213.58481,324.0588,216.0682,320.3677,236.0064,324.1836,234.47963,329.0453,267.2211,328.5631,267.80743,341.13184,292.49533,343.7387,294.72052,285.32886,273.71628,286.5346,268.68396,240.44476,279.4458,244.4609,282.66547,188.3475,282.88806,188.14839,287.8447
Bhujangasana,frame_0013.jpg,335.369,210.76617,333.44553,207.75267,331.4034,208.78586,326.08826,212.80559,321.54776,215.7624,319.83078,236.33867,323.18893,234.56764,328.23682,268.26062,328.92896,267.92245,340.9314,293.55704,343.84308,295.3033,284.81052,274.74216,285.58618,269.61453,239.75946,278.34546,244.01447,281.50507,187.00188,281.41278,187.51118,286.16083
Bhujangasana,frame_0014.jpg,332.9441,210.69902,331.70038,208.08162,329.09583,207.8779,325.37564,213.2782,320.7745,213.37662,320.4735,236.12744,323.9502,235.04437,334.70053,270.93542,326.3892,272.019,340.90594,287.40912,335.93518,292.58157,289.12314,278.5331,289.5039,274.26825,241.51761,281.49304,243.67093,286.08618,184.72263,274.9499,185.68503,278.6059
Padmasana,frame_0000.jpg,276.06003,209.65993,280.20428,206.3871,272.48965,206.30875,286.40744,208.92377,267.5047,208.78738,290.83908,227.94821,261.75568,227.71742,299.78098,250.8204,249.70195,250.27902,310.34473,273.70953,238.98941,273.67285,284.3912,268.82257,265.11792,268.55997,288.83173,282.8725,259.9145,282.32516,291.687,297.3987,257.7179,296.67474
Padmasana,frame_0001.jpg,276.33145,209.50145,280.34106,206.02179,272.61685,206.10416,286.44257,208.75873,267.23413,209.00471,292.26608,229.09164,261.0114,229.26648,299.24142,252.31024,247.36127,251.98807,308.70288,272.46332,240.35068,272.9961,288.6195,270.37146,267.57608,270.24225,291.89972,284.64542,258.1382,284.0996,293.64462,291.81784,253.25519,290.91205
Padmasana,frame_0002.jpg,276.33975,209.61555,280.3801,206.13,272.62692,206.23135,286.51877,208.74095,267.29935,209.02899,292.3051,228.92578,261.09427,229.1818,299.14526,252.20563,247.51366,252.00519,308.6027,272.28506,240.1211,272.97372,288.61942,269.96854,267.90063,269.8838,290.38425,285.33142,259.1676,284.83035,292.1295,292.45126,255.98013,291.59906
Padmasana,frame_0003.jpg,276.5658,209.6932,280.662,206.3667,272.90677,206.11441,286.48325,209.2443,267.30917,208.49734,292.6245,229.62373,260.03064,228.45856,303.1039,252.81769,248.2877,250.56882,309.06787,273.7625,239.77553,272.6609,287.42456,270.27957,266.03647,269.5258,288.37915,284.2416,258.4486,283.10052,290.8955,292.31454,258.4392,290.9044
Padmasana,frame_0004.jpg,276.45575,209.30164,280.49622,205.85535,272.79794,205.93396,286.5479,208.69034,267.49197,208.9282,292.35205,229.155,260.9221,229.39972,299.28668,252.48938,247.45418,252.27536,308.89545,272.75037,240.09798,273.27066,288.387,270.13617,267.4253,270.07935,291.46408,285.09558,259.15323,284.63098,293.4391,292.32468,255.67987,291.52084
Padmasana,frame_0005.jpg,276.21207,209.33672,280.34967,206.06891,272.63852,206.00296,286.49805,208.70804,267.57962,208.62268,290.97922,228.00558,261.51376,227.91647,299.9406,251.15836,249.25726,250.81335,310.4255,274.10486,238.28586,274.08905,284.6806,269.71277,264.9228,269.56015,290.59595,283.3463,259.34692,282.91223,294.51654,298.46155,256.73447,297.87787
Padmasana,frame_0006.jpg,276.136,209.15668,280.33478,205.92746,272.6078,205.80693,286.48096,208.76625,267.63443,208.53255,291.0241,228.23607,261.2955,228.03868,299.99268,251.15884,249.07913,250.932,310.42374,273.53873,238.37547,274.37863,284.44275,269.13916,264.88287,268.94968,289.28513,282.4016,260.88428,281.9187,292.1496,297.27786,259.75775,296.59515
Padmasana,frame_0007.jpg,276.5684,209.50436,280.62027,206.21243,272.88565,206.17459,286.55777,208.80894,267.5642,208.76486,290.76157,227.99924,261.56158,227.98077,299.65674,250.97296,249.2004,250.96085,310.3885,273.79977,238.06615,274.505,284.26227,269.21274,264.96518,269.09567,288.71973,282.90366,260.21948,282.54865,291.14114,297.8786,257.8221,297.46027
Padmasana,frame_0008.jpg,276.7405,209.59547,280.79803,206.2998,273.03745,206.27454,286.70886,208.92056,267.6377,208.90904,290.943,228.0782,261.37802,228.18118,299.67923,251.05103,248.71783,251.35687,310.3306,273.81778,237.62186,275.18546,284.72577,269.40063,265.02078,269.3588,290.0838,283.21387,259.80988,282.90875,293.20972,298.49484,257.28778,298.1371
Padmasana,frame_0009.jpg,276.6826,209.5381,280.79483,206.28607,273.0271,206.19458,286.7486,209.04364,267.69144,208.87633,290.86404,228.23073,261.59174,228.0653,299.78876,251.18286,249.28629,250.86115,310.17792,273.87802,238.02957,274.29135,284.46146,269.09048,264.86383,268.91162,289.87912,282.28998,259.2621,281.85117,293.57788,297.71036,256.72293,297.18527
Padmasana,frame_0010.jpg,277.32236,209.67041,281.39316,206.37444,273.51642,206.27567,287.1169,209.06369,267.71484,208.85419,290.581,228.05673,261.67474,227.89893,299.50528,250.8377,249.45737,250.67627,310.10938,273.77637,238.16074,274.37915,284.22583,268.9577,264.82938,268.84296,289.77847,281.74982,259.61166,281.42062,293.1978,296.79865,256.56143,296.4846
Padmasana,frame_0011.jpg,276.96402,209.64473,281.07812,206.34764,273.24048,206.28694,287.0237,209.04123,267.81415,208.9484,290.8602,228.19046,261.87088,228.09547,299.63254,251.06653,249.28479,250.88254,310.33173,273.75775,237.76952,274.42108,284.2857,269.05936,264.9397,268.9057,289.3144,282.04895,259.5017,281.65143,292.41223,297.13263,256.60916,296.68896
Padmasana,frame_0012.jpg,276.70508,209.53023,280.84186,206.27495,273.06088,206.17845,286.83243,208.97668,267.75607,208.79732,290.6683,228.04094,261.7921,227.87025,299.43915,250.64178,249.30946,250.40286,309.98663,273.42416,238.02751,274.12387,283.92224,268.97107,264.75073,268.76453,288.19067,282.23874,259.43558,281.7958,290.8312,297.15045,256.81348,296.64
Padmasana,frame_0013.jpg,276.42102,209.57394,280.56158,206.33563,272.88715,206.24802,286.69955,208.9747,267.8853,208.8273,291.02213,228.0093,262.029,227.83133,299.9219,250.74106,249.66881,250.44583,310.04483,273.44162,238.04218,274.3425,284.4058,268.8693,265.25958,268.60745,288.02933,282.38177,259.64706,281.83575,291.48505,297.55994,258.37918,296.87076
Padmasana,frame_0014.jpg,276.54218,209.58557,280.71024,206.31218,272.92865,206.22797,286.81226,208.97223,267.78015,208.82758,290.87317,228.06201,261.86575,227.91316,299.63028,250.82642,249.42552,250.6388,310.33087,273.55093,237.9133,274.46097,284.06155,268.6478,264.9509,268.4271,287.88168,282.0088,259.9533,281.52795,290.57343,296.99268,258.18185,296.40146
Shavasana,frame_0000.jpg,337.36255,276.72986,340.0119,276.29898,339.75443,273.20825,339.96558,278.72556,339.6947,271.50208,325.69855,285.8712,326.44214,275.80603,302.82306,293.58258,287.10083,282.33347,275.21347,295.66357,269.4115,292.38614,267.70212,289.0077,268.45477,278.8776,224.8078,286.0049,224.74918,280.57147,174.55171,278.81393,175.27571,275.95798
Shavasana,frame_0001.jpg,339.01764,277.7493,341.5329,277.2593,341.38824,274.1658,340.7284,279.02954,340.57904,271.85468,326.02417,284.93066,325.9963,275.85852,303.99274,291.72534,286.80774,282.70355,274.68994,295.13297,266.7183,292.8896,266.7653,288.38992,266.97385,278.7002,227.53757,287.23846,226.70786,281.9174,177.32188,279.071,177.72719,276.21466
Shavasana,frame_0002.jpg,339.00894,278.06934,341.40594,277.4712,341.16052,274.55057,340.55682,279.0859,340.18286,272.3298,325.8623,285.1811,326.3528,276.0547,303.39896,292.04144,286.5359,282.21338,274.73248,295.44058,267.502,292.17908,267.34222,288.55075,267.90744,278.8685,226.23642,286.71326,226.23172,281.78186,175.34378,278.9611,175.9455,276.37097
Shavasana,frame_0003.jpg,337.607,277.73355,340.119,277.20352,340.08545,274.20505,339.551,279.0565,340.04214,272.07928,325.31097,285.38397,326.18842,276.1541,302.37347,292.73645,285.8796,282.95776,274.39142,295.9189,266.96863,292.79245,267.1647,288.54883,268.07596,278.80225,226.1292,285.94388,226.02661,280.68076,176.06789,278.18613,176.30602,275.31802
Shavasana,frame_0004.jpg,337.78268,277.77258,340.33432,277.27844,340.09045,274.28253,340.20203,279.23917,339.99072,272.34952,326.17993,285.56058,326.75116,276.44553,302.9928,292.71307,286.4056,283.2536,275.0475,296.0973,266.8736,292.92767,268.16864,287.74854,268.954,277.9562,227.02176,285.1287,226.67331,279.79047,174.95781,278.00598,175.44002,275.17484
Shavasana,frame_0005.jpg,338.27243,277.24478,340.59692,276.58765,340.37094,273.83328,340.2473,278.55823,340.07294,272.2951,326.33408,285.33316,326.996,276.42245,302.86615,292.759,286.7441,282.99832,274.9562,295.6747,269.01318,291.99622,267.9982,288.40668,268.79453,278.7454,226.22937,285.459,226.60687,280.57397,173.95132,278.72556,174.46521,276.02698
Shavasana,frame_0006.jpg,338.56467,277.0011,341.16513,276.5721,340.67886,273.44122,340.7494,278.8086,339.94556,271.4903,326.5819,286.1522,326.8799,275.57712,302.911,294.30374,286.8992,281.33884,275.27444,296.5692,269.8635,290.636,270.23865,289.39175,270.7815,279.12552,226.42361,286.10168,226.3623,280.4349,175.17155,280.0328,175.81775,276.8402
Shavasana,frame_0007.jpg,340.16122,278.1141,342.84735,277.6859,342.29138,274.3735,341.98312,279.34882,340.5625,271.60623,326.63605,285.60623,326.17667,275.21085,303.40247,293.5329,286.14294,281.76257,275.74854,295.92563,268.2997,291.5079,268.98752,288.07788,268.9485,277.9519,226.85634,286.614,225.95857,281.14514,174.88382,278.53076,175.79314,275.90543
Shavasana,frame_0009.jpg,336.43732,276.6018,338.6705,275.97772,338.9721,273.3242,338.61328,278.19702,340.04593,272.09525,325.71378,285.11792,327.18176,276.57413,303.74878,292.2433,287.59048,282.83453,275.81818,295.60706,268.4264,291.23746,267.53326,288.63037,269.00677,279.0885,226.67026,284.88287,227.49048,279.93976,177.06573,279.10992,177.37224,276.284
Shavasana,frame_0010.jpg,339.5896,277.85132,342.20248,277.4936,341.83566,274.12735,341.37546,279.49103,340.60815,271.66254,326.21805,286.10513,326.6786,275.5032,303.8014,293.16644,286.98886,280.8926,275.08792,295.645,269.1982,289.78137,268.44287,289.24603,268.93018,278.98352,227.5149,286.82858,227.08069,281.21,175.20593,279.29053,176.18991,276.33804
Shavasana,frame_0011.jpg,338.16006,278.8966,340.36948,278.19366,340.46875,275.4058,339.41428,279.36484,339.85956,272.98956,324.93832,284.74146,325.61276,276.21085,302.537,291.072,284.9858,282.32568,274.3881,294.83966,266.256,291.97952,266.1233,288.07135,266.81747,278.68073,226.25804,287.044,226.55957,282.42838,175.2856,279.03516,175.76138,276.62955
Shavasana,frame_0014.jpg,340.37503,277.8747,343.43167,277.58273,342.6175,274.00992,342.26935,279.5411,340.10434,270.91846,325.52356,286.28867,324.16086,274.32828,301.68317,294.68448,283.90964,279.96948,275.02008,296.34738,268.16452,291.27936,267.6673,289.1345,266.9143,278.635,223.5777,287.78482,222.45389,282.1313,175.72789,280.34955,176.73094,277.74838
Tadasana,frame_0000.jpg,303.97705,112.421936,308.91754,108.69141,299.13556,108.4845,315.60352,112.63779,291.24658,112.16049,322.12503,142.71529,283.083,142.72903,331.47864,179.36812,272.28775,179.89703,332.18018,212.84491,270.9446,212.65865,314.6761,209.82477,290.44678,209.65814,309.9554,263.6303,291.86636,263.3652,303.7021,312.95734,293.27295,314.3514
Tadasana,frame_0001.jpg,303.15866,112.5661,307.8523,108.62805,298.24243,108.70708,314.75455,112.63602,290.57266,112.977844,323.79474,143.61153,282.0162,143.3739,332.842,181.27672,271.13193,179.52786,319.36853,208.49571,275.90265,210.16722,315.4264,211.09146,289.3421,210.63332,309.6943,264.15536,291.4649,264.4855,304.66074,313.4276,294.14468,314.93442
